"first_name","last_name"
"Miguel","Córcega"
"Miguel","Varoni"
"Mihai","Fotino"
"Mihajlo-Bata","Paskaljevic"
"Mihály","Tabanyi"
"Miia","Nirhamo"
"Mija","Aleksic"
"Mike","Cinotti"
"Mike","Donello"
"Mike","Kennan"
"Mike (I)","Wallace"
"Mikhail","Lakshin"
"Mikhail","Pugovkin"
"Mikhail","Sajfulin"
"Mikhail (I)","Gluzsky"
"Miki","Sanjo"
"Mikijiro","Hira"
"Mikko","Niskanen"
"Milagros","Carrión"
"Mildred","Shay"
"Milo","O'Shea"
"Milos","Hlavac"
"Milos","Nesvadba"
"Milt","Hinton"
"Milt","Jackson"
"Milton","Berle"
"Milton","Delugg"
"Mina","Farragut"
"Minoru","Nanaeda"
"Miodrag 'Ckalja'","Petrovic"
"Miranda van der","Meer"
"Mireille","Séverin"
"Miriam","Karlin"
"Miriam","Quiambao"
"Miriam","Seegar"
"Mirlan","Abdykalykov"
"Misa","Mirkovic"
"Miss","XX"
"Misty","Odett"
"Mitsuko","Hirokawa"
"Mitzi","Gaynor"
"Miyoko","Saho"
"Mme.","Alehina"
"Mme.","Emile"
"Mo","Karmaoui"
"Moe (I)","Howard"
"Mohamed","Bacha"
"Mohamed","Bouamari"
"Mohammad","Rajih"
"Mohammed","Abbar"
"Moira","Lister"
"Molly","Pearson"
"Moms","Mabley"
"Mona","Hofland"
"Mona","Malm"
"Mona (II)","Lisa"
"Monica","Irimia"
"Monica","Nielsen"
"Monique","Mélinand"
"Monseñor Juan Sinforiano","Bogarin"
"Monte","Hale"
"Monte","Hawley"
"Montgomery","Clift"
"Moroni","Olsen"
"Morten","Korch"
"Mostapha","Sabhi"
"Moukhamedjane","Alpisbaev"
"Mounïm","Kbab"
"Mr.","Apgar-McTean-Pete"
"Mr.","Yusuf"
"Mrs.","Orlamonde"
"Mudite","Arums"
"Muriel","Evans"
"Muriel","Pavlow"
"Muriel","Sharada"
"Murray","Gendzel"
"Murray","Langston"
"Mustafa","Ataseven"
"Myriam","Amarouchene"
"Myrna","Liles"
"Myrna","Loy"
"Myvanwy","Jenn"
"Nadia","Roswell"
"Nadine","Alari"
"Nadja","Tiller"
"Nancy","Feliciano"
"Nancy","Olson"
"Nancy","Torres"
"Nancy","Zann"
"Nancy (I)","Davis"
"Nancy (I)","Gray"
"Nand","Buyl"
"Nanette","Fabray"
"Nao","Kitman"
"Nat 'King'","Cole"
"Natalie","Core"
"Natalie","Schafer"
"Natalie (I)","Wood"
"Natalya","Goncharova"
"Nathalie","Auffret"
"Nathalie","Lissenko"
"Nathalie","Nattier"
"Nathan","Clarenburg"
"Nathanaël","Ricles"
"Neeta","Nihalani"
"Nehemiah","Persoff"
"Neil","North"
"Nélia","Paula"
"Nelida","Nin"
"Nélida","Romero"
"Nelly","Panizza"
"Nelson","Dantas"
"Nelson","Eddy"
"Nest","Adriaenssen"
"Néstor","Bustelo"
"Nethra","Raghuraman"
"Neville","Chamberlain"
"Nhá","Ana"
"Nicete","Bruno"
"Nichette","Yvon"
"Nicholas","Hawtrey"
"Nicholas","Nengas"
"Nicholas","Parsons"
"Nick","Alexakos"
"Nick","Rutgers"
"Nick (I)","Stewart"
"Nico","Matinata"
"Nicola","Fordwood"
"Nicola","Paciotta"
"Nicolas","Clarizio"
"Nicolas","Roeg"
"Nicole","Courcel"
"Nicole","Josy"
"Nicole","Mitzel"
"Nijiko","Kiyokawa"
"Niklas","Ulfvarsson"
"Nikolai","Cherkasov"
"Nikolai","Gusov"
"Nikolai","Lirov"
"Nikolai","Saltykov"
"Nikolai","Slichenko"
"Nikolai","Smorchkov"
"Nikolai","Trofimov"
"Nikolaus","Paryla"
"Nikos","Vastardis"
"Nina","Arkhipova"
"Nina","Foch"
"Nina","Star"
"Nino","Javert"
"Nino","Manfredi"
"Nino","Vingelli"
"Ninon","Fovieri"
"Ninón","Sevilla"
"Nishin","Bhadkamkar"
"Nobuko","Otowa"
"Noel","Coward"
"Noel","Neill"
"Nonna","Mordyukova"
"Noriko","Sengoku"
"Norma","Geraldy"
"Norma","Miller"
"Norma","Tamar"
"Norma","Zimmer"
"Norman","Jewison"
"Norman","Lloyd"
"Norman","Taurog"
"Norman","Wisdom"
"Norris","Stayton"
"Nosher","Powell"
"Nungki","Kusumastuti"
"Nungki","Yunupingu"
"Nuno","Pardal"
"Nurul","Jasmin"
"O.","Bludnitsky"
"O.J.","Jacinto"
"Odette","Laure"
"Ofelia","Guilmáin"
"Oksana","Lada"
"Olaf","Pooley"
"Ole (I)","Olsen"
"Oleg","Niryan"
"Olga","Nadj"
"Olga","Vilmar"
"Olive","Thomas"
"Oliver","Hardy"
"Olivia","de Havilland"
"Olivier","Macarez"
"Olivier","Vitrant"
"Ollie","Johnston"
"Omar","Al Khina"
"Omar","El-Hariri"
"Omar","Khairat"
"Onofre","Lovero"
"Orazio","Stracuzzi"
"Orietta","Claudi"
"Örlygur","Kristfinnsson"
"Orson","Welles"
"Oscar","Brand"
"Oscar","Duarte"
"Osmo","Harkimo"
"Ossie","Davis"
"Osvald","Helmuth"
"Oswald","Mosley"
"Oswaldo","Louzada"
"Oswaldo (II)","Loureiro"
"Otis","Harlan"
"Otomar","Korbelár"
"Ove","Rud"
"P.B.","Rangachari"
"P.G.","Venkatesan"
"P.R.","Scammon"
"P.W.","Nares"
"Pablo","Álvarez Rubio"
"Pablo","Gorgé"
"Pablo","Sirianni"
"Pål","Bang-Hansen"
"Palle","Granditsky"
"Palle","Huld"
"Paloma","Zozaya"
"Pamela","Carme"
"Pamela","Prati"
"Pamela","Stanley"
"Pamela","Wedekind"
"Panayotis","Philippaios"
"Pancho (I)","Villa"
"Pankaj","Budhama"
"Paola","Cortellesi"
"Paola","Minora"
"Paola Locher","Illum"
"Paolo (I)","Ferrari"
"Paora","Tomati"
"Paquita","Rico"
"Paquita","Torres"
"Pascal","Steffan"
"Pascal","Tokatlian"
"Pascale","Audret"
"Pat","Elisar"
"Pat","Harrington Jr."
"Pat","Kinevane"
"Pat","Nixon"
"Pat","Shortt"
"Pat (I)","Boone"
"Pat (I)","Moore"
"Pat (I)","Patterson"
"Patric","Brillhart"
"Patricia","Castell"
"Patricia","Hitchcock"
"Patricia","Leonard"
"Patricia","Marmont"
"Patricia","McCormack"
"Patricia","Morison"
"Patricia","Neal"
"Patricia","Phoenix"
"Patricia","Russell"
"Patricia (I)","Hayes"
"Patrick","Bloomfield"
"Patrick","Dupond"
"Patrick","Geooffrois"
"Patrick","Macnee"
"Patrick","Préjean"
"Patrick","Troughton"
"Patrizia","La Bella"
"Patrushka","Sarakula"
"Patsy Ruth","Miller"
"Patty","Pomplun"
"Patty","Thomas"
"Paul","Armand"
"Paul","Asicksik"
"Paul","Barré"
"Paul","Dignard"
"Paul","Fabo"
"Paul","Hartley"
"Paul","Ker"
"Paul","Lynde"
"Paul","Marco"
"Paul","Masonson"
"Paul","Meurisse"
"Paul","Micha"
"Paul","Robeson"
"Paul","Rudelhoff"
"Paul","Tripp"
"Paul 'Mousie'","Garner"
"Paul (I)","Clayton"
"Paul (I)","Collins"
"Paul (I)","Newman"
"Paul (I)","Whiteman"
"Paul (V)","Jordan"
"Paula","Hill"
"Paulette","Dubost"
"Paulette","Frantz"
"Pavel","Karlik"
"Pavle","Vujisic"
"Pearl","Nitsugan"
"Peeter","Polluveer"
"Peg","Kronnenberger"
"Peg","La Centra"
"Peggy","Ford"
"Peggy","Moran"
"Peggy","Ryan"
"Peggy","Shanor"
"Peggy (I)","Lee"
"Peggy Lou","Lynd"
"Pentti","Siimes"
"Pepé","Jaco"
"Pepi","Metallidou"
"Pepo","Oliva"
"Per","Grundén"
"Per","Oscarsson"
"Percilla","Bejano"
"Perwin","Shahzade"
"Petar","Mircevski"
"Pete (I)","Smith"
"Peter","Andrássy"
"Peter","Bayliss"
"Peter","Böhlke"
"Peter","Butterworth"
"Peter","Copley"
"Peter","Cushing"
"Peter","Dalrymple"
"Peter","DeFresco"
"Peter","Faber"
"Peter","Finch"
"Peter","Fontaine"
"Peter","Frawley"
"Peter","Jamerson"
"Peter","Lawford"
"Peter","Lochburn"
"Peter","N."
"Peter","Sallis"
"Peter","Sellers"
"Peter","Snook"
"Peter","Speedwell"
"Peter","Ustinov"
"Peter","Vecsey"
"Peter (I)","Fernandez"
"Peter (I)","Gordon"
"Peter (I)","Graves"
"Peter (I)","Hansen"
"Peter (I)","Hawkins"
"Peter (I)","Lorre"
"Peter (I)","Marshall"
"Petr","Lenícek"
"Petula","Clark"
"Phema","Clyne"
"Phil","Berle"
"Phil","Earhart"
"Phil","Silvers"
"Phil Spitalny and His All-Girl","Orchestra"
"Philip","Angelotti"
"Philip","Haleen"
"Philippe","Lemaire"
"Philippe","Nicaud"
"Philippe","Noiret"
"Philippe","Vauvillé"
"Philippe","Vincenot"
"Phillip","Darlington"
"Phillip","Prinoth"
"Phillip","Ronalde"
"Phillip","Tyron"
"Phyllis","Coates"
"Phyllis","Dixey"
"Phyllis","Shannaw"
"Phyllis (I)","Ryan"
"Piero","Chiambretti"
"Pierre","Brasseur"
"Pierre","Hot"
"Pierre","Mondy"
"Pierre","Palmi"
"Pierre","Piérade"
"Pierre (I)","Perret"
"Pietro","Martellanza"
"Pietro","Naglieri"
"Pineapple","Princess"
"Pino","Dangelo"
"Pinto","Colvig"
"Piper","Laurie"
"Polly","Moran"
"Polo (II)","Ortín"
"Pompín","Iglesias"
"Pooja","Chand"
"Poul","Gregersen"
"Poul","Henningsen"
"Poul","Reichhardt"
"Prani","Pramat"
"Prashant","Narayanan"
"Pratap","Bhansali"
"Preeya","Kalidas"
"Pria","Viswalingam"
"Primus","Yustisio"
"Princess","Neela"
"Prins","Constantijn"
"Priya","Rajvansh"
"Push","DeMankboy"
"Qi","An"
"Qiang","Chen"
"Queta","Lavat"
"R.","Senus"
"Rachel","Amodeo"
"Rachelle","Cassius"
"Rachid","Nemmiche"
"Rade (I)","Markovic"
"Radha","Jaganathen"
"Radu","Beligan"
"Raf","Vallone"
"Rafael","Alberti"
"Rafael (I)","Cortés"
"Rafael (I)","Dondé"
"Rahul","Mahendale"
"Raina","Medin"
"Raj","Bharat"
"Raj","Kiran"
"Rajendra","Prasad"
"Raju","T.V."
"Ralph","Freeto"
"Ralph","Votrian"
"Ralph","Zeunges"
"Ralph (I)","Edwards"
"Rama Rao Taraka","Nandamuri"
"Ramblin' Tommy","Scott"
"Ramón (I)","Valdés"
"Rangayana","Raghu"
"Rao","C.S.R."
"Ratan","Gaurang"
"Rauha","Puntti"
"Raul","Julia-Levy"
"Raúl","Sebastián"
"Ray","Cooney"
"Ray","Goulding"
"Ray","Milland"
"Ray (I)","Anthony"
"Ray Ray","Jay Jr."
"Raymond","Bussières"
"Raymond","Pellegrin"
"Razvan","Savescu"
"Razzouky","Bouchaib"
"Reamonn","Joshee"
"Rear Admiral Richard E.","Byrd"
"Red","Buttons"
"Red","Skelton"
"Reese 'Goose'","Tatum"
"Regina","Bianchi"
"Régina","Mehier"
"Régis","Doumecq"
"Rémo","Forlani"
"Rena","Dor"
"Renata","Fronzi"
"Renato","De Carmine"
"Rene","Pedrini"
"René","Harisbouré"
"René","Lestelly"
"René","Lévesque"
"Renée","Asherson"
"Renée","Saint-Cyr"
"Renu","Pandey"
"Renzo","Giovampietro"
"Rev. Mike","Orrill"
"Rex","Garner"
"Rex (I)","Harrison"
"Ria","Rampersad"
"Ric","Jerron"
"Ricardo","Lavié"
"Ricardo","Montalban"
"Ricardo","Pellican"
"Ricardo","Solanes"
"Riccardo","Freda"
"Riccardo","Garrone"
"Ricco","Se"
"Richard","Attenborough"
"Richard","Beymer"
"Richard","Caldicot"
"Richard","Crenna"
"Richard","de Mille"
"Richard","Edon"
"Richard","Erdman"
"Richard","Farnsworth"
"Richard","Gautier"
"Richard","Jaeckel"
"Richard","Plantagenet"
"Richard","Seff"
"Richard","Wattis"
"Richard","Widmark"
"Richard (I)","Anderson"
"Richard (I)","Burton"
"Richard (I)","Grieco"
"Richard (I)","Oswald"
"Richard (II)","Pearson"
"Richard (V)","Long"
"Richard (XIII)","Davis"
"Richie","Benaud"
"Rick","Phiffer"
"Rina","Maggi"
"Rina","Zelyonaya"
"Rinaldo","Alacorn"
"Rinaldo","Geleng"
"Risa","Masano"
"Rita","Davies"
"Rita","Hayworth"
"Rita","Moreno"
"Roald","Amundsen"
"Robb","Harleston"
"Robert","Alain"
"Robert","Boon"
"Robert","Cornthwaite"
"Robert","Dhéry"
"Robert","Freitag"
"Robert","Helpmann"
"Robert","Hossein"
"Robert","Lees"
"Robert","Ley"
"Robert","Maximillian"
"Robert","Mitchum"
"Robert","Parrish"
"Robert","Preston"
"Robert","Rideout"
"Robert","Rietty"
"Robert","Rollis"
"Robert","Shayne"
"Robert","Sidney"
"Robert","Stack"
"Robert (I)","Altman"
"Robert (I)","Arden"
"Robert (I)","Blake"
"Robert (I)","Clarke"
"Robert (I)","Easton"
"Robert (I)","Merrill"
"Robert (I)","Wagner"
"Robert (II)","Falco"
"Robert (II)","Lawson"
"Robert (V)","Jackson"
"Robert Allen","Mukes"
"Robert F.","Hoy"
"Robert F.","Simon"
"Robert Falcon","Scott"
"Robert L.","Stephenson"
"Roberta (I)","Haynes"
"Roberto","Benigni"
"Roberto","Cobo"
"Roberto","Samso Viura"
"Robin","Dreja"
"Rock","Hudson"
"Rod","Rondeaux"
"Roddy","McDowall"
"Rodolphe","Pauly"
"Roger","Mudd"
"Roger","Pierre"
"Roger (I)","Moore"
"Roger Aaron","Brown"
"Rojin","Younessi"
"Roland","Lesaffre"
"Roland","Magdane"
"Roland (I)","Jansson"
"Rolf","Gunold"
"Rolf","von Nauckhoff"
"Rolf (I)","Becker"
"Rolf (I)","Harris"
"Romaine de Tirtoff","Erte"
"Roman","Rudenko"
"Ron","Georgalis"
"Ron","Moody"
"Ron","Raymond"
"Ronald (I)","Reagan"
"Ronald M.","Bozman"
"Ronan","Vibert"
"Ronn","Surels"
"Ronnie","Corbett"
"Ronnie","Gilbert"
"Rory","Calhoun"
"Rosa (I)","Luxemburg"
"Rosa (II)","Ros"
"Rosalinda","Celentano"
"Rosaline","Courtneidge"
"Roscoe 'Fatty'","Arbuckle"
"Rose","Hobart"
"Rose","Rosett"
"Rose (I)","Marie"
"Rose Abang","Rehan"
"Rosemarie","Quednau"
"Rosemary","Clooney"
"Rosemary","Murphy"
"Rosi","Reijula"
"Rosie","Kiraly"
"Rosita","Fornés"
"Rosita","Quintana"
"Ross","Arayta"
"Rossella","Falk"
"Rosy","Varte"
"Rotem","Sabag"
"Roy","Atwell"
"Roy","Kinnear"
"Roy (I)","Rogers"
"Roydon","Clark"
"Rubberneck","Holmes"
"Rubén","Maravini"
"Rubén Darío","Guevara"
"Ruby","Anna"
"Ruby","Dee"
"Ruda","Princ"
"Rudi","Frenner"
"Rudolf","Blümner"
"Rudolf","Hess"
"Rudolf","Klein-Rogge"
"Rudolf","Lampa"
"Rudolf (I)","Hrusínský"
"Rudolfo","Fiche"
"Rudolph","Valentino"
"Rune","Stylander"
"Rupert","Bruce Lockhart"
"Rupert","Jee"
"Russ","Tamblyn"
"Russell (I)","Hunter"
"Ruta","Lee"
"Ruth","Cherrington"
"Ruth","Clifford"
"Ruth","de Souza"
"Ruth","Drexel"
"Ruth","Hausmeister"
"Ruth","Infarinato"
"Ruth","Nimbach"
"Ruth","Roman"
"Ruth","Sabin"
"Ruth","Sheil"
"Ruth","Warrick"
"Ruth (I)","Gordon"
"Ryuko","Tanizaki"
"S.B.","Nayampalli"
"S.N.","Kannaman"
"S.N.","Vijayalakshmi"
"S.S.","Rajendran"
"Sabrina","Ferilli"
"Saburo","Kurusu"
"Sada Sivarao","D.S."
"Sadao","Annen"
"Saho","Sasazawa"
"Sai","Subhakar"
"Sakari","Jurkka"
"Salah","Nazmi"
"Sally","Forrest"
"Sally","Marcella"
"Sally","Tead"
"Sally Ann","Howes"
"Salvador","Dalí"
"Salwa","Khattab"
"Sam","Libera"
"Sam","Lisenco"
"Sam","Malkin"
"Sam","Polida"
"Sam","Rayburn"
"Sam (I)","Dalton"
"Sam (I)","White"
"Sam (I)","Wood"
"Samantha","Jayatilaka"
"Sammy","Davis Jr."
"Sammy","Layany"
"Sammy","McKim"
"Sammy","Razack"
"Sampsa","Fabritius"
"Sandhya","Mridul"
"Sandorne","Czar"
"Sandra","Jamula"
"Sandra","Tants"
"Sandrine","Alexi"
"Sandrine","Denis-Casavant"
"Sandrine","L'Ara"
"Sanford","Redock"
"Sanjeev","Mal"
"Santiago Rubén","Etombayambo"
"Sara","Montes"
"Sara","Montiel"
"Sara","Nodjoums"
"Sarah","Lassez"
"Sari","Maritza"
"Sasha","Alliel"
"Satyanarayana","A."
"Saul","Jarlip"
"Saul","Rubinek"
"Saviour","Sammut"
"Savoy","Havana Band"
"Sawally","Srinonton"
"Scar","Face"
"Scody","Garbedis"
"Scott","Fernstrom"
"Scott","Millenbaugh"
"Scott","Screws"
"Scott","Teeters"
"Scottie Gee","Gerardi"
"Scotty","Mattraw"
"Sean","Barry-Weske"
"Sean","Runnette"
"Sean","Stanek"
"Sebastian","Jamyz"
"Sebastian","Sury"
"Sébastien","Marti"
"Seija","Ilomäki"
"Sendhil","Ramamurthy"
"Sergei","Blinnikov"
"Sergei (I)","Filippov"
"Sergei M.","Eisenstein"
"Sergio","Corbucci"
"Sergio","Corona"
"Sergio","Fantoni"
"Sergio","Renán"
"Sergio","Sinaí"
"Sérgio","Frederico"
"Sergio (I)","Leone"
"Shah Mohammed Reza","Pahlavi"
"Shahram","Karimi"
"Shailesh","Manjrehkar"
"Shannon","Delk"
"Shannon","Mauck"
"Shanti","Madhok"
"Shaolin","Santiago"
"Sharon","Disney"
"Sharon","Sandhu"
"Shawn Elaine Brown","Chiquette"
"Sheila","Burrell"
"Sheldon","Leonard"
"Shelley","Winters"
"Shemp","Howard"
"Sherrill","Milnes"
"Sherry","Jackson"
"Shifra","Lerer"
"Shirley","Temple"
"Shivesh","Ramchandani"
"Showkar","Janaki"
"Shubhangi","Manjrekar"
"Sian","Naiomi"
"Sibongile","Khumalo"
"Sicily and Italy","Combat Veterans of the Campaig"
"Sid","Caesar"
"Sid","Field"
"Sid","Newman"
"Sid","Raymond"
"Sid (I)","James"
"Sidney","Lumet"
"Sidney","Poitier"
"Sie","Kohinata"
"Signe","Enwall"
"Signe","Hasso"
"Sigrid","Gurie"
"Sigrid","Horne-Rasmussen"
"Siiri","Kankaanpää"
"Silvia","Derbez"
"Silvia","Pinal"
"Simon","Abkarian"
"Simone de","Beauvoir"
"Singh","Surendra"
"Siobhan","Carmody"
"Sir David","Maxwell-Fyfe"
"Siva","Parvathi"
"Skip E.","Lowe"
"Slavko","Simic"
"Somesh","Agarwal"
"Sophia","Kaushal"
"Sophia","Loren"
"Sophia","Sopher"
"Sophie (I)","Tucker"
"Sossen","Krohg"
"Spencer","Tracy"
"Stan","Dimer"
"Stan","Freberg"
"Stan","Laurel"
"Stan","Ross"
"Stan","Twist"
"Stanislav","Fiser"
"Stanislav (I)","Strnad"
"Stanislaw","Winczewski"
"Stanislawa","Angel-Angelowna"
"Stanley","Baker"
"Stanley","Donen"
"Stanley","Kalicky"
"Stefan","Bärlin"
"Stefan","Wolff-Schönburg"
"Stelios","Serafidis"
"Stephane","Boyenval"
"Stephanie","Foster"
"Stephen","Wastell"
"Stepin","Fetchit"
"Steve","Aalam"
"Steve","Forrest"
"Steve","Gawley"
"Steve","Pandis"
"Steve","Pigozzo"
"Steve","Soldi"
"Steve (I)","Allen"
"Steve (I)","Rossi"
"Steve (III)","Mills"
"Steven","Baron"
"Stig","Grybe"
"Stig","Johansson"
"Stig Ossian","Ericson"
"Stomy","Bugsy"
"Stuart","Buchanan"
"Studs","Terkel"
"Sudha","Chandran"
"Sue","Doloria"
"Sunil","Dasgupta"
"Sunil","Prabhale"
"Surasee","Patham"
"Suresh (II)","Krishna"
"Suri","Krishnamma"
"Susan","Dills"
"Susan","Hampshire"
"Susan","Simon"
"Susan (I)","Hayward"
"Susan (I)","Miller"
"Susana (II)","Campos"
"Susann","Sonntag"
"Susanna","Foster"
"Susanne","Engelhart"
"Susanne","von Almassy"
"Susi","Nicoletti"
"Sussan","Deyhim"
"Suzanne","Flon"
"Suzanne","Gabriello"
"Suzanne","Guémard"
"Suzet","Maïs"
"Suzy","Solidor"
"Svatopluk","Benes"
"Sven","Holmberg"
"Sven","Jerring"
"Sven","Lindberg"
"Sven-Bertil","Taube"
"Svend","Asmussen"
"Svetlana","Nemolyayeva"
"Sybil","Jason"
"Sybil","Sparkes"
"Sybil","Thorndike"
"Syd","Chaplin"
"Sylvia","Betts"
"Sylvia","Breamer"
"Sylvia","Froos"
"Sylvia","Lydi"
"Sylvia","Sidney"
"T.","Kalandadze"
"T.E.","Lawrence"
"T.V.","Soong"
"Tab (I)","Hunter"
"Tadzio","Fijewski"
"Taina","Elg"
"Taina M.","Anasky"
"Takashi","Nawa"
"Takis","Triggelis"
"Takshi","Nagamine"
"Talitha","Manor"
"Talley","Beatty"
"Tamako","Nijô"
"Tamás","Kemény"
"Tammy","Young"
"Tamzin","Outhwaite"
"Tania","Raymonde"
"Tanie","Kitabayashi"
"Tanja","Sojic"
"Tanner","Koning"
"Tanvir","Mohan"
"Tapio","Vilpponen"
"Taps","Miller"
"Tareq","Allam"
"Tassos","Palatzidis"
"Tatiana","Turan"
"Tatjena","Rirah"
"Tatyana","Okunevskaya"
"Tatyana","Pelttser"
"Tauno","Palo"
"Tayfun Tandogan","Erten"
"Ted (I)","Ray"
"Ted (II)","Shred"
"Teddy","Lane"
"Teddy (II)","Wilson"
"Teodor","Brainin"
"Teresa","Penella"
"Teresa","Wright"
"Terrence","Rosemore"
"Terry","McGovern"
"Terry","Sturmey"
"Terry","Wogan"
"Terry (I)","Doyle"
"Terry (I)","Moore"
"Tex","Charwate"
"Thara","Kalyan"
"The","B.B.C. Television Orchestra"
"The","Chad"
"The","King Cole Trio"
"The","Messiah"
"The","Natascha Natova Company"
"The","Shank"
"Thelma","White"
"Theo","Baltissen"
"Theodora","Lynch"
"Theodore","Bikel"
"Theodore","Roosevelt"
"Theodoros","Dimitrief"
"Thibaud","Letellier"
"Thierry","Angelvi"
"Thierry","Barbet"
"Thierry","Neuvic"
"Thioumbe","Samb"
"Thiry","Christophe"
"Thit","Jensen"
"Thodoris","Mahairas"
"Thomas","Acda"
"Thomas","Gaudin"
"Thomas","Guei"
"Thomas","Martwick"
"Thomas A.","Edison"
"Thomas H.","Ince"
"Thorvald","Stauning"
"Thurl","Ravenscroft"
"Tian","Giri"
"Tiffany","Magby"
"Tiina","Rinne"
"Tilla","Durieux"
"Tiller","Girls"
"Tilly","Lauenstein"
"Tim","Flottmann"
"Tim","Maurice-Jones"
"Tim","Russert"
"Tim","Whales"
"Tim (I)","McCoy"
"Timothy","Bateson"
"Timothy","Farrell"
"Tina","Rinaldi"
"Tippi","Hedren"
"Titi","Kamal"
"Tito","Martínez"
"Tivadar","Puskás"
"Tobias","Gustafsson"
"Toby","Wing"
"Tod","Browning"
"Todd","Camhe"
"Todor","Kumanov"
"Tokiko","Imamura"
"Tom","Berry"
"Tom","Conti"
"Tom","Ewell"
"Tom","Georgeson"
"Tom","Gill"
"Tom","Johnigarn"
"Tom","Jourden"
"Tom","Ouvière"
"Tom","Poston"
"Tom","Tellefsen"
"Tom (I)","Kristensen"
"Tom (I)","O'Rourke"
"Tom (I)","Whittaker"
"Tom (XIII)","Smith"
"Toma","Franki"
"Toma","Kuruzovic"
"Tomás","Seijas"
"Tomio","Aoki"
"Tommaso","Marcellini"
"Tommy","Dorsey"
"Tommy","Rall"
"Tommy","Shugrue"
"Tommy","Trinder"
"Tommy (I)","Bond"
"Tommy (II)","Boy"
"Tommy (II)","Harper"
"Tomoko","Naraoka"
"Tônia","Carrero"
"Tony","Barbie"
"Tony","D'Andrea"
"Tony","Hancock"
"Tony","Harry"
"Tony","Leblanc"
"Tony","Spiridakis"
"Tony (I)","Curtis"
"Tony (I)","Martin"
"Tony (I)","Martinez"
"Tony (I)","Randall"
"Toralv","Maurstad"
"Torben","Træsko"
"Tore","Ericsson"
"Tôru","Minegishi"
"Toufik","Kelkal"
"Tracy","Mostovoy"
"Tracy (II)","Reed"
"Trent","Rockwood"
"Trigger","Alpert"
"Tris","Speaker"
"Trisha","Krishnan"
"Trude","Marlen"
"Truman","Woodworth"
"Tsatsa","Amirejibi"
"Tse-tung","Mao"
"Tsutomu","Niwa"
"Tulia","Ciámpoli"
"Tullio","Kezich"
"Turco","Fernandinho"
"Turhan","Bey"
"Tyra","Misoux"
"Tyrone (I)","Power"
"Tzvetan","Alexiev"
"Ub","Iwerks"
"Uday","Kiran"
"Uday","Shankar"
"Ulla","Akselson"
"Umida","Umarova"
"Uri","Omanuti"
"Ursel","Mumoth"
"Ursula","Howells"
"Ursula","Lingen"
"Uta","Hagen"
"V.","Nazimov"
"V.","Sharynina"
"V.","Vivian-Vivian"
"V.","Yutujyan"
"V.","Zdorovetsky"
"V.I.","Lenin"
"Väinö","Kolhonen"
"Val","Avery"
"Val","Guest"
"Valentin","Vaala"
"Valentina","Reshetnikova"
"Valeri","Bure"
"Valeria","Marini"
"Valeria","Valeri"
"Valeriano","Andrés"
"Valerie","Celis"
"Valerie","Fifield-Hall"
"Van (I)","Johnson"
"Vanesa","Porta"
"Vanessa","Myrie"
"Vanessa","Viola"
"Vangjel","Toçe"
"Vappu","Jurkka"
"Vart","Ankin"
"Vasa","Pantelic"
"Vasu","Vangala"
"Veikko","Puikkonen"
"Venera","Alexandescu"
"Venkateswara Rao","Paruchuri"
"Ver","Anonuevo"
"Vera","Dani"
"Vera","Gebuhr"
"Vera","Miles"
"Vera","Zorina"
"Vera (I)","Lynn"
"Vera (I)","Vasilyeva"
"Verity","Copeland"
"Vernon","Winfrey"
"Veronica","Pivetti"
"Vic","Bilkovsky"
"Vic","Damone"
"Vicente","Mari"
"Victor","Banerjee"
"Victor","Fabricante"
"Victor","Fleming"
"Victor","King"
"Victor","Marceau"
"Victor","Mature"
"Victor","Paul"
"Victor","Prince II"
"Victor","Silvester"
"Víctor Manuel","Castro"
"Victoria","Jealouse"
"Victoria","Polaha"
"Vida","Alves"
"Vijay","Kumar"
"Vijay","Venkataramanan"
"Vijaya","Lakshmi"
"Vijju","Parasher"
"Viktor","Flemmig"
"Viktor","Lutze"
"Vilhjalmur","Stefansson"
"Viljo","Kaisanlahti"
"Ville-Veikko","Salminen"
"Vilma","Lakos"
"Vincent","Grégoire"
"Vincent","Massey"
"Vincent","Scotto"
"Vincent","Sherman"
"Vincent","Tolédano"
"Vincent (I)","Ball"
"Vincent (I)","Price"
"Vincente","Minnelli"
"Vincenza","Blank"
"Vincenza","Davi"
"Vincenzo","Fummo"
"Vinney","Binns"
"Vinod","Mahindru"
"Viola","Lind"
"Viola (I)","Smith"
"Violet","Violence"
"Violette","Verdy"
"Virginia","Adair"
"Virginia","Davis"
"Virginia","Grey"
"Virginia","Magee"
"Virginia","Mayo"
"Virginia","Mirea"
"Virginia","Morris"
"Virginia","Rappe"
"Virginia","Sward"
"Virginia","Vera"
"Vit","Marecek"
"Vittoria","Belvedere"
"Vittorio","Cottafavi"
"Vittorio","Duse"
"Vivian","Blaine"
"Vivian","Vance"
"Vivien","Leigh"
"Vivienne","Ritchie"
"Vladimir","Dorofeyev"
"Vladimir","Soshalsky"
"Vladimir","Zeldin"
"Vladimír","Cech"
"Vladimír","Janura"
"Vladimír","Ráz"
"Vladimir (I)","Orlov"
"Vladimir (I)","Sokoloff"
"Vladlen","Davydov"
"Vlasta","Burian"
"Vlasta","Chramostová"
"Vlastimil","Brodský"
"Vojtech","Plachý-Tuma"
